name,location,industry,description,followers,linkedin_url
MetaVerse ¦ Blockchain + AI Startups,"Zug Valley, Zug",Software Development,A R & Co Portfolio ¦ Innovative paradigm-shifting MetaVerse ¦ Blockchain+AI Ventures • Specialties: Crypto,94 followers,https://www.linkedin.com/company/ai-bc-startups/
Elk Finance,Zug,Software Development,"Making Web3 accessible to all, and integrated within the internet of tomorrow by building cross-chain infrastructure • Specialties: crypto interoperability",26 followers,https://www.linkedin.com/company/elkfinance/
acture capital,"Zürich, Zürich",Financial Services,"...capital grow. acture capital is born, with the vision to create the Algorithmic Crypto Trading Future.",64 followers,https://www.linkedin.com/company/acture-capital/
Vordermann Group,"San Francisco, California",Business Consulting and Services,Vordermann is an international business development and growth marketing firm • Specialties: Crypto,42 followers,https://www.linkedin.com/company/vordermann-group/
Reputaction,"Gaillard, Haute-Savoie",IT Services and IT Consulting,"🛡️ Solving digital trust issues: artists NFT legal e-signature, patent for offline Bitcoin  CBDC transactions... 🗝️ • Specialties: crypto-monnaie",82 followers,https://www.linkedin.com/company/r%C3%A9putaction/
Erenials,Geneva,Blockchain Services,Empowering the future of digital world through innovative crypto technology.,47 followers,https://www.linkedin.com/company/erenials/
CoinSender,Zug,Human Resources Services,"...payouts in crypto. Just link your wallet and set the list of your recipients – we’ll do the rest!🚀💸  Our Benefits •Flexible and Easy to Use Service APIs, Simple...",37 followers,https://www.linkedin.com/company/coinsender/
metascale global,Zurich,"Technology, Information and Internet",Scaling business into the exponential age • Specialties: Crypto,83 followers,https://www.linkedin.com/company/metascaleglobal/
WalzayDAO,Zug,Staffing and Recruiting,R&D for decentralized recruitment • Specialties: crypto,81 followers,https://www.linkedin.com/company/walzaydao/
ESB Finance,"Lugano, Lugano",Investment Management,"One of the first all-round crypto funds, with both long and short term strategies",63 followers,https://www.linkedin.com/company/esb-finance/
Able.Fund,"Meggen, Lucerne",Investment Management,"Able.Fund is an investment firm focused on guaranteed above market average profits, without risking the invested capital. We are currently balancing our funds in 3 types of investments: High-Frequency Trading, Forex, and Crypto assets (tokens, projects related to blockchain tech, cryptocurrencies, ICO’s).  Our...",69 followers,https://www.linkedin.com/company/ablefund/
CryptAdvise AG,"Zug, Zug",Capital Markets,"...them.   We are based in the heart of Crypto Valley, Zug, and are well connected within the regional, national and international blockchain ecosystems. This is...",95 followers,https://www.linkedin.com/company/cryptadvise/
RPCh,"Zurich, Zurich","Technology, Information and Internet","...to misuse your data. We’re talking about RPC providers like Infura/Alchemy, the engine that keeps the entire crypto rocket flying, supporting billions of RPC calls daily. But unlike the crypto system they support, they are highly centralized black boxes which are entirely closed source. Crypto wallets are an essential...",35 followers,https://www.linkedin.com/company/rpchbyhopr/
EcoDigital AG,Zug,IT Services and IT Consulting,"...future. Imagine Amazon Web Services, often used for advanced computing such as Digital/Crypto Mining.  Based in Switzerland and with operations in Iceland...",68 followers,https://www.linkedin.com/company/ecodigital-ag/
Brazil + Swiss Innovation Hub.,"Zürich, Zürich",IT Services and IT Consulting,"Connecting Latin America's biggest economy, and world's top 10, with the world's blockchain & crypto capital.",95 followers,https://www.linkedin.com/company/brazil-swiss-innovation-hub/
88mph,Geneva,Financial Services,Lend your crypto assets at a fixed interest rate or buy floating-rate bonds. Earn upfront $MPH and system rewards.,72 followers,https://www.linkedin.com/company/88mphapp/
ZIA,"Zug, Switzerland",Public Relations and Communications Services,"..., Switzerland – known as ""Crypto Valley"" – and work with clients all over the globe.    Let us help you join the industry in leveraging trust to cultivate long-lasting...",17 followers,https://www.linkedin.com/company/ziaglobal/
Roy Consulting & Implementation,"Zurich-Airport, Zurich",Business Consulting and Services,...themselves on the market on the long run and how to raise their profits.  Further we offer consulting in blockchain technology and crypto.,72 followers,https://www.linkedin.com/company/roy-consulting-implementation/
WClub,Zug,E-Learning Providers,"WClub by invitation Blockchain community that discusses startups,crypto,metaverse,nft etc...#WClub #WApp #WConference",73 followers,https://www.linkedin.com/company/wclub/
SpicyFi GmbH,Zug,Blockchain Services,CryptoChefs is a play-to-earn NFT game that makes the world of crypto investing fun. We enable seasoned traders & experts to share their crypto recipes with the world and win tokens by doing so.,199 followers,https://www.linkedin.com/company/spicyfi/
Bravis,Zürich,Financial Services,We help Financial Institutions get up to speed with #Crypto #Blockchain #DigitalAssets,200 followers,https://www.linkedin.com/company/bravis/
256M AG,"Freienbach, Schwyz",Financial Services,"256M operates, offers and launches new AMC products to capture the colossal opportunities in the world of Decentralised Finance.   From Market Neutral stable-coin yields to fully directional crypto products enhanced by DeFi.",51 followers,https://www.linkedin.com/company/256m-ag/
Guixer and Partners,"London, London",Venture Capital and Private Equity Principals,"We are a advisory firm of international reach of accomplished bankers, We are a Non-traditional investment banking firm with principal investments in crypto, fintech, and frontier technologies. Our investment advisory arm is the go-to advisor for pioneer listed and non-listed companies, private capital, and some...",177 followers,https://www.linkedin.com/company/guixer/
Rubicon Studio,"Lamone, Ticino",Business Consulting and Services,By designing outliers ideas We help companies break the ordinary • Specialties: Crypto,192 followers,https://www.linkedin.com/company/rubiconstudio/
Dey Capital,"Bäch, Schwiz",Investment Banking,"Corporate Finance, Investment Advisory & Private Equity • Specialties: crypto",190 followers,https://www.linkedin.com/company/dey-capital/
OXÏ-ZEN,"Zug, Zug",IT Services and IT Consulting,Empowering Nature in Everything You Do! • Specialties: Crypto currency,187 followers,https://www.linkedin.com/company/ox%C3%AF-zen/
StokenX,"Saint-Sulpice, Vaud",Financial Services,"....  StokenX is based in Switzerland. It was founded in 2021 as a spin-off of Alpine Tech, a pioneer in crypto mining and trusted specialist for computing power...",221 followers,https://www.linkedin.com/company/stokenx/
CryptoSec,New York,Financial Services,"Cybersecurity, compliance, anti-financial crime, investigations for the decentralized world of crypto, DeFi, Web3, NFT",60 followers,https://www.linkedin.com/company/cryptoseccom/
Btex SA,Chiasso,IT Services and IT Consulting,"We are a group of passionate creators and entrepreneurs and we decided to converge our abilities and passions and creating BTEX SA in Switzerland, which offers one of the best welcoming environments for crypto industries. We are committed to delivering our best expertise to clients and provide the best possible...",201 followers,https://www.linkedin.com/company/btex-sa/
AIRDROP.COM,Zug,IT Services and IT Consulting,The best free resource where you can find the latest crypto airdrops.,27K followers,https://www.linkedin.com/company/airdrop-com/
Geneva Management Group,Geneva,Financial Services,Award-winning Asset Manager and Multi-Family Office founded in Switzerland in 2000 • Specialties: Crypto Solutions,7K followers,https://www.linkedin.com/company/geneva-management-group/
ZugTimes,"Rovio, Ticino",Newspaper Publishing,"ZugTimes focuses on offering breaking news on Cryptos, NFT, Blockchain, Health Innovation, and Cyber-Security • Specialties: crypto",8K followers,https://www.linkedin.com/company/zugtimes/
PwC Legal Switzerland,"Zürich, ZH",Legal Services,We are building the law firm of the future. Every day • Specialties: Crypto,7K followers,https://www.linkedin.com/company/pwc-legal-switzerland/
Toucan,Zug,Financial Services,Toucan builds technology to unlock climate action at scale • Specialties: Crypto,5K followers,https://www.linkedin.com/company/toucan-protocol/
Taurus SA,"Geneva, Geneva",Financial Services,"..., investment banks, crypto banks, private banks, universal banks - financial market infrastructure providers and core banking systems. In production.  2️⃣ Product leadership: Taurus has developed the most advanced and most complete digital asset platform in the industry which goes “way beyond” crypto-currency custody...",6K followers,https://www.linkedin.com/company/taurus-sa/
HAYVN,Zurich,Financial Services,"A digital asset focused financial institution delivering Payments, Trading, Custody, Asset Management and Research • Specialties: crypto",5K followers,https://www.linkedin.com/company/hayvnglobal/
Ledger Enterprise,Paris,Financial Services,"Ledger Enterprise is the B2B division of Ledger, the global leader in crypto-asset security.  We provide the most secured hardware-backed platform to protect organizations digital assets at scale.  Our technology delivers Crypto Treasury Management, Decentralized Finance (DeFi) as a service, NFT, and Token creation...",5K followers,https://www.linkedin.com/company/ledger-vault/
QoinIQ,"Meilen, Zurigo",Financial Services,We are a team of experienced professionals with a financial industry pedigree. Our mission is to become the reference trading platform in the crypto universe...,12K followers,https://www.linkedin.com/company/qoiniq/
XEROF,"Zug, Zug",Financial Services,Swiss crypto-financial services.,12K followers,https://www.linkedin.com/company/xerof-financial/
Crypto Valley Academy,"Baar, Schweiz",IT Services and IT Consulting,...to the right place. Crypto Valley Academy does not provide trainings on its own but collects and advertises upcoming training offerings and courses for education...,221 followers,https://www.linkedin.com/company/crypto-valley-academy/
